Nombre_x,Precio_x,Media,Total_puntos,posicion,equipo,Partidos,Minutos,Goles,Asistencias,Asistencias sin Gol,Centros,Despejes,Remates,Tiros,Recuperaciones,Perdidas,Penaltis fallados,Goles en contra,Rojas,Paradas,Penaltis cometidos,Amarillas,Seguna Amarilla,Penaltis provocados,Penaltis parados,Goles en PP
M. Merino,12573000,4.9,79,mediocentro,Real Sociedad de Fútbol,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S. Omorodion,5889000,4.4,79,delantero,Deportivo Alavés,,,,,,,,,,,,,,,,,,,,,
U. Núñez,10152000,4.2,79,defensa,Real Club Celta de Vigo,,,,,,,,,,,,,,,,,,,,,
L. Ramazani,3171000,4.2,79,delantero,Unión Deportiva Almería,13.0,751.0,0.0,0.0,0.0,3.0,8.0,15.0,1.0,77.0,88.0,0.0,6.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
D. López,5210000,4.1,78,delantero,Valencia Club de Fútbol,14.0,813.0,3.0,1.0,2.0,3.0,2.0,20.0,10.0,51.0,179.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D. López,5210000,4.1,78,delantero,Valencia Club de Fútbol,11.0,473.0,2.0,2.0,4.0,2.0,6.0,9.0,6.0,32.0,70.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
D. López,5210000,4.1,78,delantero,Valencia Club de Fútbol,14.0,505.0,0.0,2.0,5.0,4.0,2.0,7.0,3.0,41.0,86.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
D. López,5210000,4.1,78,delantero,Valencia Club de Fútbol,13.0,791.0,0.0,0.0,0.0,0.0,48.0,1.0,0.0,46.0,53.0,0.0,13.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0
A. Barrenetxea,8605000,5.1,77,mediocentro,Real Sociedad de Fútbol,14.0,1134.0,1.0,1.0,0.0,9.0,11.0,11.0,2.0,89.0,125.0,0.0,22.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
A. Sørloth,9176000,4.8,77,delantero,Villarreal Club de Fútbol,,,,,,,,,,,,,,,,,,,,,
F. Giménez,4870000,4.3,77,defensa,Cádiz Club de Fútbol,8.0,365.0,0.0,0.0,0.0,0.0,25.0,2.0,0.0,17.0,35.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
R. Araújo,15035000,5.8,76,defensa,Fútbol Club Barcelona,14.0,922.0,2.0,0.0,1.0,15.0,17.0,7.0,3.0,63.0,130.0,0.0,23.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
I. Ruiz De Galarreta,8634000,5.4,76,mediocentro,Athletic Club,12.0,823.0,2.0,1.0,1.0,0.0,7.0,3.0,4.0,59.0,105.0,0.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
J. Félix,14964000,4.8,76,delantero,Fútbol Club Barcelona,12.0,766.0,0.0,3.0,5.0,21.0,3.0,10.0,0.0,51.0,128.0,0.0,14.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
L. Modrić,11997000,4.8,76,mediocentro,Real Madrid Club de Fútbol,,,,,,,,,,,,,,,,,,,,,
I. Rakitić,14477000,4.5,76,mediocentro,Sevilla Fútbol Club,13.0,998.0,2.0,1.0,3.0,36.0,8.0,8.0,6.0,89.0,214.0,0.0,14.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
M. Mármol,10103000,4.5,76,defensa,Unión Deportiva Las Palmas,,,,,,,,,,,,,,,,,,,,,
D. Rodríguez,5798000,4.2,76,mediocentro,Real Club Deportivo Mallorca,10.0,900.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,57.0,56.0,0.0,7.0,0.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0
D. Rodríguez,5798000,4.2,76,mediocentro,Real Club Deportivo Mallorca,14.0,625.0,3.0,0.0,2.0,3.0,4.0,7.0,6.0,27.0,96.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
D. Rodríguez,5798000,4.2,76,mediocentro,Real Club Deportivo Mallorca,14.0,64.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,20.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
D. Rodríguez,5798000,4.2,76,mediocentro,Real Club Deportivo Mallorca,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A. Sivera,6143000,4.0,76,portero,Deportivo Alavés,13.0,1085.0,2.0,3.0,4.0,11.0,6.0,12.0,9.0,65.0,169.0,0.0,16.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0
F. Pérez,2565000,4.0,76,mediocentro,Valencia Club de Fútbol,14.0,1235.0,2.0,0.0,1.0,17.0,26.0,7.0,5.0,106.0,185.0,0.0,17.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
F. Pérez,2565000,4.0,76,mediocentro,Valencia Club de Fútbol,14.0,748.0,5.0,2.0,2.0,1.0,4.0,4.0,16.0,22.0,71.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F. Pérez,2565000,4.0,76,mediocentro,Valencia Club de Fútbol,13.0,380.0,1.0,0.0,0.0,1.0,4.0,2.0,4.0,26.0,73.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
F. Pérez,2565000,4.0,76,mediocentro,Valencia Club de Fútbol,9.0,237.0,0.0,0.0,1.0,2.0,0.0,4.0,0.0,18.0,37.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
F. Pérez,2565000,4.0,76,mediocentro,Valencia Club de Fútbol,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S. Coco,7894000,4.7,75,defensa,Unión Deportiva Las Palmas,14.0,756.0,1.0,0.0,0.0,0.0,38.0,0.0,4.0,57.0,60.0,0.0,9.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Ó. Valentín,5242000,4.4,75,mediocentro,Rayo Vallecano de Madrid,12.0,796.0,3.0,2.0,2.0,1.0,0.0,13.0,7.0,47.0,136.0,0.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
A. Guevara,4567000,4.2,75,mediocentro,Deportivo Alavés,13.0,801.0,5.0,0.0,1.0,4.0,2.0,8.0,9.0,35.0,92.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F. De Jong,17706000,6.7,74,mediocentro,Fútbol Club Barcelona,7.0,576.0,1.0,0.0,1.0,2.0,7.0,8.0,2.0,51.0,65.0,0.0,6.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
B. Díaz,10224000,5.3,74,mediocentro,Real Madrid Club de Fútbol,,,,,,,,,,,,,,,,,,,,,
W. José,9343000,4.6,74,delantero,Real Betis Balompié,14.0,993.0,0.0,1.0,1.0,4.0,17.0,16.0,1.0,54.0,147.0,0.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
A. Prats,2871000,4.6,74,delantero,Real Club Deportivo Mallorca,,,,,,,,,,,,,,,,,,,,,
D. Parejo,11226000,4.1,74,mediocentro,Villarreal Club de Fútbol,13.0,730.0,1.0,2.0,3.0,1.0,3.0,17.0,13.0,41.0,123.0,0.0,8.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
A. Oroz,4198000,3.9,74,mediocentro,Club Atlético Osasuna,13.0,1145.0,0.0,1.0,1.0,26.0,32.0,5.0,2.0,80.0,178.0,0.0,20.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
A. Paredes,5630000,3.8,73,defensa,Athletic Club,14.0,720.0,1.0,2.0,1.0,5.0,6.0,9.0,4.0,65.0,95.0,0.0,11.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
Gavi,6598000,6.0,72,mediocentro,Fútbol Club Barcelona,14.0,1025.0,5.0,0.0,3.0,2.0,4.0,7.0,14.0,30.0,78.0,0.0,26.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
S. Herrera,6970000,4.5,72,portero,Club Atlético Osasuna,11.0,729.0,1.0,5.0,6.0,17.0,2.0,26.0,5.0,49.0,154.0,0.0,11.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0
S. Herrera,6970000,4.5,72,portero,Club Atlético Osasuna,14.0,1103.0,0.0,0.0,2.0,4.0,33.0,7.0,1.0,112.0,217.0,0.0,12.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
S. Herrera,6970000,4.5,72,portero,Club Atlético Osasuna,8.0,479.0,0.0,0.0,0.0,3.0,4.0,9.0,4.0,34.0,65.0,0.0,7.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
S. Herrera,6970000,4.5,72,portero,Club Atlético Osasuna,14.0,93.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,6.0,11.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S. Herrera,6970000,4.5,72,portero,Club Atlético Osasuna,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G. Álvarez,8276000,4.2,72,defensa,Getafe Club de Fútbol,,,,,,,,,,,,,,,,,,,,,
S. Ñíguez,4160000,3.8,72,mediocentro,Club Atlético de Madrid,,,,,,,,,,,,,,,,,,,,,
T. Stegen,6248000,5.5,71,portero,Fútbol Club Barcelona,14.0,1053.0,4.0,1.0,3.0,0.0,6.0,24.0,12.0,77.0,137.0,0.0,13.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
M. Hermoso,10151000,4.2,71,defensa,Club Atlético de Madrid,14.0,1178.0,2.0,1.0,1.0,8.0,6.0,26.0,12.0,65.0,176.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A. Baena,12230000,4.4,70,mediocentro,Villarreal Club de Fútbol,14.0,1170.0,0.0,0.0,0.0,0.0,13.0,1.0,0.0,84.0,178.0,0.0,19.0,0.0,31.0,0.0,1.0,0.0,0.0,0.0,0.0
E. García,9864000,4.4,70,defensa,Girona Fútbol Club,14.0,1260.0,3.0,4.0,5.0,38.0,27.0,3.0,5.0,102.0,160.0,0.0,17.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
E. García,9864000,4.4,70,defensa,Girona Fútbol Club,13.0,1098.0,1.0,0.0,1.0,0.0,19.0,5.0,5.0,84.0,113.0,0.0,13.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
E. García,9864000,4.4,70,defensa,Girona Fútbol Club,13.0,649.0,0.0,4.0,6.0,3.0,20.0,5.0,3.0,38.0,80.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
E. García,9864000,4.4,70,defensa,Girona Fútbol Club,12.0,713.0,2.0,1.0,2.0,7.0,10.0,4.0,3.0,55.0,153.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E. García,9864000,4.4,70,defensa,Girona Fútbol Club,14.0,688.0,2.0,0.0,1.0,1.0,8.0,8.0,12.0,24.0,98.0,1.0,8.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
E. García,9864000,4.4,70,defensa,Girona Fútbol Club,12.0,871.0,0.0,2.0,2.0,1.0,6.0,5.0,2.0,47.0,85.0,0.0,13.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
E. García,9864000,4.4,70,defensa,Girona Fútbol Club,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E. García,9864000,4.4,70,defensa,Girona Fútbol Club,12.0,400.0,1.0,0.0,0.0,0.0,4.0,1.0,3.0,27.0,33.0,0.0,7.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
E. García,9864000,4.4,70,defensa,Girona Fútbol Club,14.0,77.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,17.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
E. García,9864000,4.4,70,defensa,Girona Fútbol Club,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joselu,11546000,3.7,70,delantero,Real Madrid Club de Fútbol,14.0,873.0,6.0,0.0,0.0,1.0,9.0,8.0,13.0,46.0,128.0,0.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Koke,8752000,4.6,69,mediocentro,Club Atlético de Madrid,9.0,562.0,0.0,1.0,2.0,0.0,7.0,23.0,3.0,60.0,95.0,0.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
R. Le Normand,11084000,4.3,69,defensa,Real Sociedad de Fútbol,13.0,1022.0,0.0,2.0,0.0,5.0,18.0,11.0,2.0,103.0,191.0,0.0,14.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
A. Pedrosa,7655000,4.1,69,defensa,Sevilla Fútbol Club,13.0,682.0,0.0,2.0,2.0,7.0,16.0,3.0,0.0,50.0,138.0,0.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
U. López,2376000,4.1,69,mediocentro,Rayo Vallecano de Madrid,14.0,813.0,3.0,1.0,2.0,3.0,2.0,20.0,10.0,51.0,179.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U. López,2376000,4.1,69,mediocentro,Rayo Vallecano de Madrid,11.0,473.0,2.0,2.0,4.0,2.0,6.0,9.0,6.0,32.0,70.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
U. López,2376000,4.1,69,mediocentro,Rayo Vallecano de Madrid,14.0,505.0,0.0,2.0,5.0,4.0,2.0,7.0,3.0,41.0,86.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
U. López,2376000,4.1,69,mediocentro,Rayo Vallecano de Madrid,13.0,791.0,0.0,0.0,0.0,0.0,48.0,1.0,0.0,46.0,53.0,0.0,13.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0
D. García,6886000,3.8,69,defensa,Club Atlético Osasuna,14.0,1260.0,3.0,4.0,5.0,38.0,27.0,3.0,5.0,102.0,160.0,0.0,17.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
D. García,6886000,3.8,69,defensa,Club Atlético Osasuna,13.0,1098.0,1.0,0.0,1.0,0.0,19.0,5.0,5.0,84.0,113.0,0.0,13.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
D. García,6886000,3.8,69,defensa,Club Atlético Osasuna,13.0,649.0,0.0,4.0,6.0,3.0,20.0,5.0,3.0,38.0,80.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
D. García,6886000,3.8,69,defensa,Club Atlético Osasuna,12.0,713.0,2.0,1.0,2.0,7.0,10.0,4.0,3.0,55.0,153.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D. García,6886000,3.8,69,defensa,Club Atlético Osasuna,14.0,688.0,2.0,0.0,1.0,1.0,8.0,8.0,12.0,24.0,98.0,1.0,8.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
D. García,6886000,3.8,69,defensa,Club Atlético Osasuna,12.0,871.0,0.0,2.0,2.0,1.0,6.0,5.0,2.0,47.0,85.0,0.0,13.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
D. García,6886000,3.8,69,defensa,Club Atlético Osasuna,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D. García,6886000,3.8,69,defensa,Club Atlético Osasuna,12.0,400.0,1.0,0.0,0.0,0.0,4.0,1.0,3.0,27.0,33.0,0.0,7.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
D. García,6886000,3.8,69,defensa,Club Atlético Osasuna,14.0,77.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,17.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
D. García,6886000,3.8,69,defensa,Club Atlético Osasuna,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P. Ciss,2819000,3.8,69,mediocentro,Rayo Vallecano de Madrid,13.0,1059.0,4.0,2.0,4.0,1.0,14.0,3.0,16.0,33.0,166.0,2.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A. Gorosabel,4897000,3.6,69,defensa,Deportivo Alavés,12.0,636.0,1.0,0.0,0.0,0.0,43.0,3.0,2.0,40.0,49.0,0.0,14.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
K. García,1014000,3.6,69,delantero,Deportivo Alavés,14.0,1260.0,3.0,4.0,5.0,38.0,27.0,3.0,5.0,102.0,160.0,0.0,17.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
K. García,1014000,3.6,69,delantero,Deportivo Alavés,13.0,1098.0,1.0,0.0,1.0,0.0,19.0,5.0,5.0,84.0,113.0,0.0,13.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
K. García,1014000,3.6,69,delantero,Deportivo Alavés,13.0,649.0,0.0,4.0,6.0,3.0,20.0,5.0,3.0,38.0,80.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
K. García,1014000,3.6,69,delantero,Deportivo Alavés,12.0,713.0,2.0,1.0,2.0,7.0,10.0,4.0,3.0,55.0,153.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K. García,1014000,3.6,69,delantero,Deportivo Alavés,14.0,688.0,2.0,0.0,1.0,1.0,8.0,8.0,12.0,24.0,98.0,1.0,8.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
K. García,1014000,3.6,69,delantero,Deportivo Alavés,12.0,871.0,0.0,2.0,2.0,1.0,6.0,5.0,2.0,47.0,85.0,0.0,13.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
K. García,1014000,3.6,69,delantero,Deportivo Alavés,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K. García,1014000,3.6,69,delantero,Deportivo Alavés,12.0,400.0,1.0,0.0,0.0,0.0,4.0,1.0,3.0,27.0,33.0,0.0,7.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
K. García,1014000,3.6,69,delantero,Deportivo Alavés,14.0,77.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,17.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
K. García,1014000,3.6,69,delantero,Deportivo Alavés,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D. Rico,10002000,4.9,68,defensa,Getafe Club de Fútbol,11.0,934.0,1.0,3.0,3.0,15.0,9.0,4.0,2.0,66.0,157.0,0.0,15.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
J. Araujo,6680000,4.3,68,defensa,Unión Deportiva Las Palmas,9.0,406.0,0.0,0.0,0.0,0.0,27.0,2.0,0.0,25.0,45.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J. Luis Gayà,10399000,5.2,67,defensa,Valencia Club de Fútbol,,,,,,,,,,,,,,,,,,,,,
R. Riquelme,7978000,4.5,67,mediocentro,Club Atlético de Madrid,12.0,630.0,1.0,1.0,1.0,0.0,3.0,2.0,4.0,44.0,55.0,0.0,8.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
L. Robertone,7819000,4.5,67,mediocentro,Unión Deportiva Almería,13.0,890.0,0.0,5.0,4.0,14.0,16.0,8.0,0.0,80.0,203.0,0.0,13.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
S. Darder,9912000,3.9,67,mediocentro,Real Club Deportivo Mallorca,12.0,751.0,2.0,1.0,2.0,2.0,18.0,0.0,4.0,64.0,111.0,0.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C. Mosquera,6802000,3.9,67,defensa,Valencia Club de Fútbol,,,,,,,,,,,,,,,,,,,,,
G. Gumbau,4257000,3.9,67,mediocentro,Granada Club de Fútbol,12.0,993.0,0.0,0.0,0.0,1.0,14.0,4.0,1.0,80.0,106.0,0.0,13.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
G. Villar,2550000,3.9,67,mediocentro,Granada Club de Fútbol,14.0,1018.0,2.0,0.0,3.0,3.0,0.0,10.0,7.0,50.0,171.0,0.0,14.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
G. Villar,2550000,3.9,67,mediocentro,Granada Club de Fútbol,12.0,861.0,0.0,0.0,0.0,5.0,20.0,6.0,0.0,79.0,99.0,0.0,12.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0
G. Rodríguez,4103000,4.7,66,mediocentro,Real Betis Balompié,10.0,900.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,57.0,56.0,0.0,7.0,0.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0
G. Rodríguez,4103000,4.7,66,mediocentro,Real Betis Balompié,14.0,625.0,3.0,0.0,2.0,3.0,4.0,7.0,6.0,27.0,96.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
G. Rodríguez,4103000,4.7,66,mediocentro,Real Betis Balompié,14.0,64.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,20.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
G. Rodríguez,4103000,4.7,66,mediocentro,Real Betis Balompié,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C. Starfelt,5012000,4.1,66,defensa,Real Club Celta de Vigo,13.0,986.0,1.0,0.0,1.0,0.0,24.0,8.0,4.0,98.0,78.0,0.0,10.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0
R. Martí,2856000,4.1,66,delantero,Cádiz Club de Fútbol,,,,,,,,,,,,,,,,,,,,,
M. El Haddadi,5213000,3.5,66,delantero,Unión Deportiva Las Palmas,,,,,,,,,,,,,,,,,,,,,
Ó. De Marcos,6181000,4.6,65,defensa,Athletic Club,14.0,1125.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,74.0,95.0,0.0,18.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Raphinha,13379000,4.3,65,delantero,Fútbol Club Barcelona,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Á. Correa,3482000,4.3,65,delantero,Club Atlético de Madrid,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L. Baptistão,3539000,4.0,64,delantero,Unión Deportiva Almería,,,,,,,,,,,,,,,,,,,,,
J. Latasa,3720000,3.4,64,delantero,Getafe Club de Fútbol,14.0,363.0,1.0,1.0,2.0,0.0,1.0,12.0,6.0,11.0,48.0,0.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
J. Koundé,11284000,3.9,63,defensa,Fútbol Club Barcelona,13.0,846.0,1.0,1.0,1.0,5.0,37.0,6.0,4.0,56.0,73.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T. Correia,5036000,3.7,63,defensa,Valencia Club de Fútbol,14.0,1220.0,0.0,0.0,0.0,10.0,26.0,12.0,3.0,102.0,212.0,0.0,16.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0
E. Camavinga,10232000,4.8,62,mediocentro,Real Madrid Club de Fútbol,11.0,844.0,1.0,0.0,0.0,2.0,13.0,4.0,3.0,53.0,73.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
L. Maximiano,5528000,3.9,62,portero,Unión Deportiva Almería,14.0,817.0,1.0,0.0,3.0,17.0,18.0,3.0,3.0,61.0,151.0,0.0,13.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
S. Akieme,1370000,3.9,62,defensa,Unión Deportiva Almería,12.0,990.0,2.0,0.0,2.0,10.0,18.0,15.0,5.0,58.0,140.0,0.0,25.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
J. Muñoz,4998000,3.3,62,mediocentro,Unión Deportiva Las Palmas,13.0,347.0,1.0,0.0,1.0,7.0,2.0,5.0,5.0,20.0,42.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J. Muñoz,4998000,3.3,62,mediocentro,Unión Deportiva Las Palmas,10.0,367.0,1.0,1.0,0.0,0.0,7.0,7.0,1.0,9.0,65.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
E. Loiodice,1391000,3.3,62,mediocentro,Unión Deportiva Las Palmas,14.0,916.0,0.0,1.0,1.0,8.0,17.0,18.0,2.0,82.0,191.0,0.0,15.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
M. Vesga,2244000,4.4,61,mediocentro,Athletic Club,13.0,1120.0,4.0,1.0,3.0,11.0,10.0,4.0,6.0,50.0,155.0,0.0,16.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0
P. Espino,2136000,3.6,61,defensa,Rayo Vallecano de Madrid,14.0,544.0,0.0,3.0,3.0,3.0,11.0,4.0,0.0,63.0,77.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
J. López,2891000,4.0,60,defensa,Deportivo Alavés,14.0,813.0,3.0,1.0,2.0,3.0,2.0,20.0,10.0,51.0,179.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J. López,2891000,4.0,60,defensa,Deportivo Alavés,11.0,473.0,2.0,2.0,4.0,2.0,6.0,9.0,6.0,32.0,70.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
J. López,2891000,4.0,60,defensa,Deportivo Alavés,14.0,505.0,0.0,2.0,5.0,4.0,2.0,7.0,3.0,41.0,86.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
J. López,2891000,4.0,60,defensa,Deportivo Alavés,13.0,791.0,0.0,0.0,0.0,0.0,48.0,1.0,0.0,46.0,53.0,0.0,13.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0
Á. Berenguer,5313000,3.3,60,mediocentro,Athletic Club,9.0,619.0,2.0,1.0,2.0,5.0,1.0,9.0,6.0,28.0,89.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
