Nombre,Equipo,Precio,Puntos,Partidos,Minutos,Goles,Asistencias,Asistencias sin Gol,Centros,Despejes,Remates,Tiros,Recuperaciones,Perdidas,Penaltis fallados,Goles en contra,Rojas,Paradas,Penaltis cometidos,Amarillas,Seguna Amarilla,Penaltis provocados,Penaltis parados,Goles en PP
Ledesma,Cádiz CF,1.645.630€,217,38,3420,0,0,0,0,49,2,1,359,549,0,51,0,120,2,4,0,0,2,0
David Soria,Getafe CF,1.656.849€,212,38,3415,0,0,0,0,47,0,0,343,538,0,41,0,92,1,4,0,0,1,0
RDT,RCD Espanyol,35.378.189€,212,34,2923,17,3,2,5,36,50,49,72,313,0,44,1,0,1,5,1,1,0,0
Carrasco,Atlético de Madrid,39.401.448€,209,34,2589,6,6,11,53,10,83,14,179,497,0,34,0,0,0,5,0,0,0,0
David García,C.A. Osasuna,32.388.821€,206,36,3105,4,0,1,0,164,3,4,276,316,0,45,0,0,1,8,0,0,0,0
Diego Lopez,Rayo Vallecano,1.797.875€,206,36,3178,0,0,0,0,39,0,0,337,305,0,49,0,114,0,4,0,0,0,0
Soler,Valencia CF,45.098.148€,206,32,2480,11,5,5,55,23,18,22,145,400,0,33,0,0,0,4,0,0,0,0
Bono,Sevilla FC,7.066.852€,204,33,2790,0,2,1,0,23,0,0,222,254,0,24,0,75,0,2,0,0,1,0
Mikel Merino,Real Sociedad,35.196.197€,203,34,2894,3,2,7,7,55,27,17,310,539,0,24,0,0,1,8,0,2,0,0
Canales,Real Betis,40.488.502€,202,34,2803,5,7,8,17,12,29,25,186,443,0,31,0,0,0,7,0,0,0,0
Rulli,Villarreal CF,3.032.018€,202,38,2880,0,0,0,0,31,1,0,252,240,0,28,0,74,0,2,0,0,1,0
Unai Simón,Athletic Club,3.820.709€,201,34,3060,0,0,0,0,15,0,0,289,255,0,31,0,83,0,3,0,0,0,1
Militão,Real Madrid,40.307.421€,201,36,3033,1,2,2,1,106,11,8,260,266,0,30,0,0,0,5,0,1,0,0
Parejo,Villarreal CF,25.765.177€,201,34,2708,2,10,11,57,14,24,6,220,406,0,32,0,0,0,3,0,0,0,0
Ter Stegen,FC Barcelona,9.262.507€,197,35,3150,0,0,0,0,21,2,0,241,168,0,34,0,76,0,3,0,0,1,0
Le Normand,Real Sociedad,39.251.270€,197,37,3330,1,1,1,0,120,1,5,200,283,0,37,0,0,0,6,0,0,0,0
Iñaki Williams,Athletic Club,22.204.331€,196,38,2784,8,5,12,6,20,27,39,61,415,0,25,0,0,0,4,0,0,0,0
Sergio Herrera,C.A. Osasuna,1.626.997€,194,37,3240,0,0,0,0,27,3,0,314,491,0,48,0,102,0,3,0,0,3,0
Darder,RCD Espanyol,16.054.533€,194,36,3132,3,9,7,13,27,47,17,201,399,0,49,0,0,0,4,0,0,0,0
Denis Suárez,RC Celta,4.494.754€,192,38,2834,4,6,6,36,8,40,8,201,529,0,38,0,0,1,4,0,0,0,0
Koundé,Sevilla FC,43.860.730€,190,32,2737,2,1,4,5,98,23,3,220,312,0,25,2,0,0,2,0,1,0,0
Brais Méndez,RC Celta,14.015.865€,189,37,3037,4,5,4,8,28,33,18,236,504,0,33,0,0,0,8,0,0,0,0
Trejo,Rayo Vallecano,9.395.692€,188,33,2022,3,9,5,46,11,79,9,166,448,0,21,0,0,0,13,0,0,0,0
Álvaro García,Rayo Vallecano,3.002.631€,187,36,3005,7,4,9,44,15,23,27,229,520,0,44,0,0,0,6,0,0,0,0
Milla,Granada CF,6.586.643€,187,34,2785,3,3,7,51,30,24,7,243,381,0,45,0,0,0,4,0,0,0,0
Enes Ünal,Getafe CF,4.140.455€,184,37,2811,16,1,1,4,36,24,30,82,453,2,35,0,0,0,8,0,0,0,0
Catena,Rayo Vallecano,5.187.447€,184,36,3240,2,2,2,0,167,5,6,219,340,0,46,0,0,1,8,0,0,0,0
Casemiro,Real Madrid,28.105.344€,183,34,2576,1,3,7,3,61,18,10,271,348,0,23,0,0,0,11,0,1,0,0
Maximiano,Granada CF,1.591.408€,181,36,3137,0,0,0,0,21,2,0,372,539,0,55,0,127,0,2,0,0,2,1
Dimitrievski,Rayo Vallecano,1.617.824€,180,37,2771,0,0,0,0,35,0,0,280,404,0,37,0,91,0,0,0,0,2,0
Asensio,Real Madrid,24.234.884€,179,33,1730,10,0,1,21,6,27,34,95,220,0,13,0,0,0,2,0,0,0,0
Joselu,RCD Espanyol,7.984.682€,178,37,3126,14,4,4,4,45,18,42,95,596,1,58,0,0,0,0,0,2,0,0
Correa,Atlético de Madrid,12.476.105€,177,36,1857,12,5,6,6,3,32,23,90,327,0,21,1,0,0,3,0,0,0,0
Modric,Real Madrid,34.659.105€,177,30,2048,2,8,10,13,9,31,13,143,278,0,20,0,0,0,5,0,0,0,0
Moncayola,C.A. Osasuna,6.065.033€,176,37,2922,2,3,2,34,35,15,13,231,366,0,41,0,0,0,3,0,0,0,0
Alaba,Real Madrid,32.355.976€,175,30,2644,2,3,3,6,67,3,7,162,208,0,26,0,0,0,2,0,0,0,0
Iñigo Martínez,Athletic Club,31.534.719€,175,27,2343,3,0,1,3,134,2,9,216,272,0,18,1,0,1,7,1,0,0,0
F De Jong,FC Barcelona,29.482.356€,174,33,2487,3,3,4,7,14,51,10,173,256,0,30,0,0,0,5,1,0,0,0
Memphis,FC Barcelona,15.325.624€,173,29,1847,12,2,5,46,4,43,35,55,390,1,21,0,0,0,3,0,3,0,0
Oblak,Atlético de Madrid,6.625.601€,173,38,3420,0,0,0,0,17,2,0,299,459,0,43,0,66,0,1,0,0,1,1
Pau Torres,Villarreal CF,25.622.622€,172,34,2856,5,1,4,1,104,24,10,211,328,0,33,0,0,0,5,0,0,0,0
Rioja,D. Alavés,1.558.330€,168,37,3126,1,3,11,34,17,67,16,215,587,0,57,0,0,0,3,0,0,0,0
Busquets,FC Barcelona,15.950.596€,167,36,3202,2,0,2,2,29,21,4,325,398,0,36,0,0,0,12,0,0,0,0
Trigueros,Villarreal CF,8.855.057€,166,36,2191,6,4,4,3,14,8,18,128,320,0,22,0,0,0,3,0,1,0,0
Rubén García,C.A. Osasuna,1.647.143€,165,38,2394,1,6,5,74,16,24,13,163,467,2,36,0,0,1,1,0,0,0,0
Javi Galán,RC Celta,7.740.751€,163,37,3300,0,3,2,31,39,82,5,281,638,0,43,0,0,0,9,0,0,0,0
Fran Beltrán,RC Celta,1.579.239€,163,37,2607,1,0,0,7,30,18,4,240,240,0,28,0,0,0,4,0,0,0,0
Guido Rodríguez,Real Betis,4.696.126€,161,35,2533,1,2,0,1,53,17,9,234,263,0,26,0,0,0,7,1,0,0,0
Rakitic,Sevilla FC,11.117.718€,160,36,2186,4,6,4,37,34,8,12,170,337,1,19,0,0,0,5,0,0,0,0
Aritz,Real Sociedad,10.184.815€,160,36,2102,4,1,1,0,83,5,7,157,206,0,21,1,0,1,3,0,0,0,0
Gavi,FC Barcelona,38.893.703€,159,35,2326,2,5,7,8,11,53,9,151,330,0,27,0,0,0,9,1,1,0,0
Pedraza,Villarreal CF,1.658.996€,158,37,1703,4,4,7,15,28,30,9,150,384,0,18,0,0,0,2,0,0,0,0
Luis Suárez,Granada CF,1.676.890€,158,37,2854,8,4,4,7,21,44,25,91,421,1,51,0,0,0,6,0,0,0,0
Dembélé,FC Barcelona,76.084.493€,157,23,1410,1,13,12,30,3,58,10,67,329,0,14,0,0,0,3,0,0,0,0
Arambarri,Getafe CF,2.040.711€,157,31,2667,0,5,3,51,13,33,10,210,429,0,27,0,0,1,13,0,0,0,0
Dani Rodriguez,RCD Mallorca,2.354.327€,157,37,2839,3,3,4,15,19,60,10,195,449,0,43,0,0,0,7,0,0,0,0
Comesaña,Rayo Vallecano,1.868.774€,156,35,2698,1,2,2,3,28,46,6,241,368,0,34,0,0,0,10,1,0,0,0
Isak,Real Sociedad,8.824.411€,156,33,2155,6,2,7,3,7,45,39,57,260,0,21,0,0,0,6,0,0,0,0
Fidel,Elche CF,1.626.268€,156,34,2278,5,6,8,30,18,41,9,145,444,0,31,0,0,1,9,0,0,0,0
Cabrera,RCD Espanyol,3.345.194€,155,37,3330,2,0,2,0,219,1,8,196,498,0,49,0,0,2,7,0,0,0,1
Djené,Getafe CF,3.264.772€,155,35,3117,0,1,1,3,108,17,1,283,356,0,37,1,0,2,11,0,0,0,0
Capoue,Villarreal CF,4.279.820€,154,33,2295,1,1,2,1,50,39,5,165,220,0,23,0,0,0,9,0,0,0,0
Zubimendi,Real Sociedad,2.489.298€,152,36,2584,2,1,0,0,49,15,9,189,257,0,30,0,0,0,4,0,0,0,0
Pacheco,D. Alavés,1.530.440€,151,35,3054,0,0,0,0,25,0,0,269,386,0,60,0,89,0,1,0,0,3,0
Berenguer,Athletic Club,1.810.610€,151,36,2171,3,6,10,33,14,31,16,120,482,1,17,0,0,0,8,0,0,0,0
Torró,C.A. Osasuna,1.534.891€,151,35,2732,1,0,0,0,52,21,9,258,353,0,36,0,0,0,10,0,0,0,1
Maksimovic,Getafe CF,1.576.597€,151,36,2943,1,1,0,2,32,10,5,212,250,0,37,0,0,0,4,0,0,0,0
Jorge Molina,Granada CF,1.571.680€,151,37,1959,10,5,6,4,11,7,25,53,281,1,35,0,0,0,2,0,0,0,0
Acuña,Sevilla FC,15.299.412€,151,32,2264,1,3,4,48,21,43,5,192,515,0,13,0,0,1,10,0,0,0,0
Jordán,Sevilla FC,5.589.308€,150,37,2529,0,1,2,7,17,22,2,213,304,0,21,0,0,0,9,0,0,0,0
Papu,Sevilla FC,9.717.234€,149,30,1786,5,1,6,21,9,28,12,85,233,0,11,0,0,0,4,0,0,0,0
De Paul,Atlético de Madrid,4.599.968€,149,37,2154,3,1,7,37,13,23,9,183,382,0,24,0,0,0,7,0,0,0,0
Jordi Alba,FC Barcelona,20.688.988€,147,31,2648,2,10,12,24,32,6,8,243,508,0,32,0,0,0,11,0,0,0,0
Valjent,RCD Mallorca,1.608.546€,147,37,3182,0,0,1,0,171,4,1,196,278,0,59,0,0,2,4,0,0,0,0
Isi,Rayo Vallecano,1.559.693€,147,35,2299,2,4,2,17,18,34,14,182,460,0,26,0,0,0,7,0,0,0,0
A Espino,Cádiz CF,1.620.951€,146,37,3329,2,2,4,32,77,22,8,336,753,0,51,0,0,1,6,0,0,0,0
Ronald Araújo,FC Barcelona,44.055.677€,146,31,2270,4,0,2,3,58,7,10,157,199,0,29,0,0,0,6,0,0,0,0
Mojica,Elche CF,2.093.712€,146,33,2767,2,5,10,42,49,30,3,249,567,0,40,1,0,0,4,0,0,0,0
Kroos,Real Madrid,19.397.350€,146,30,2108,1,3,5,32,11,9,12,135,218,0,18,0,0,0,4,0,0,0,0
Cuenca,Getafe CF,1.647.447€,145,34,2687,1,0,0,2,144,3,8,191,383,0,32,2,0,0,6,0,0,0,0
Silva,Real Sociedad,6.108.390€,145,26,1731,2,4,7,16,12,29,7,98,226,0,11,1,0,1,4,0,2,0,0
Piqué,FC Barcelona,13.485.577€,144,28,2095,1,0,0,0,86,5,6,200,184,0,19,0,0,0,8,1,0,0,0
Puertas,Granada CF,1.562.074€,144,38,2270,6,1,0,7,26,29,16,124,333,0,34,0,0,1,4,0,0,0,0
Yeremy,Villarreal CF,3.667.737€,143,33,1684,6,4,5,4,7,23,15,87,235,0,20,0,0,0,2,0,0,0,0
Álex Moreno,Real Betis,2.357.021€,143,32,2407,5,3,3,13,69,23,9,176,481,0,30,1,0,0,3,0,1,0,0
Cervi,RC Celta,1.559.112€,143,35,1803,4,3,1,14,13,16,13,168,287,0,22,0,0,0,6,0,1,0,0
Vivian,Athletic Club,6.895.008€,143,27,1895,2,1,2,0,103,4,8,179,178,0,23,0,0,0,2,0,0,0,0
Néstor Araújo,RC Celta,1.531.973€,142,37,2619,0,0,0,1,103,5,1,188,246,0,30,0,0,0,4,0,0,0,1
Raúl García,Athletic Club,1.738.994€,142,36,1812,6,2,8,2,20,9,16,71,292,1,17,0,0,0,4,0,0,0,0
Januzaj,Real Sociedad,1.878.413€,141,33,1625,3,0,2,40,13,46,15,107,434,0,14,0,0,0,5,0,1,0,0
William Carvalho,Real Betis,2.159.865€,141,36,1803,2,3,3,2,19,46,10,144,239,0,25,0,0,0,6,0,0,0,0
Aidoo,RC Celta,1.560.534€,140,35,2640,0,0,1,1,92,7,1,201,320,0,31,0,0,0,1,0,0,0,1
Rodrygo,Real Madrid,12.225.748€,139,34,1523,4,4,3,9,3,24,15,82,226,0,13,0,0,0,4,0,3,0,0
Lucas Pérez,Cádiz CF,1.729.536€,138,35,2339,5,3,7,34,5,11,11,77,303,0,31,0,0,0,1,0,1,0,0
Gorosabel,Real Sociedad,1.612.539€,138,37,2296,0,4,3,15,45,18,1,155,312,0,22,0,0,0,4,0,0,0,0
Sancet,Athletic Club,1.793.282€,137,27,1427,6,4,5,3,12,22,15,52,229,0,17,0,0,0,2,0,0,0,0
Laguardia,D. Alavés,1.532.096€,136,36,3044,3,2,1,0,146,0,5,200,326,0,56,0,0,0,9,0,0,0,0
Pere Milla,Elche CF,1.525.683€,136,37,1639,8,3,2,4,19,15,15,110,253,0,24,0,0,1,5,0,0,0,0
Borja Iglesias,Real Betis,5.900.443€,136,37,1571,10,0,4,1,6,13,20,38,199,0,18,0,0,0,4,0,2,0,0
Albiol,Villarreal CF,2.431.501€,135,34,2466,0,0,0,0,122,3,1,164,236,0,25,0,0,0,8,0,0,0,0
Suárez,Atlético de Madrid,4.320.665€,135,37,1836,11,2,4,1,14,5,27,43,220,1,26,0,0,1,7,0,2,0,0
Badía,Elche CF,1.514.649€,135,38,2160,0,0,0,0,31,0,0,231,267,0,35,0,79,0,2,0,0,1,0
Alex Fernández,Cádiz CF,1.627.961€,135,36,2051,3,2,3,18,25,9,8,195,304,1,32,0,0,0,2,0,0,0,0
Negredo,Cádiz CF,1.560.079€,135,38,2159,7,2,3,5,23,21,29,43,301,1,30,0,0,1,3,0,1,0,0
